Kürzel,/thyssenkrupp-aktie,/thyssenkrupp-aktie
Datum,ThyssenKrupp,ThyssenKrupp
02.03.01,02.03.01,"18,95"
01.03.01,01.03.01,"18,52"
28.02.01,28.02.01,"19,88"
27.02.01,27.02.01,"19,89"
26.02.01,26.02.01,"19,49"
23.02.01,23.02.01,"19,33"
22.02.01,22.02.01,"19,94"
21.02.01,21.02.01,"20,33"
20.02.01,20.02.01,"20,60"
19.02.01,19.02.01,"20,69"
16.02.01,16.02.01,"19,91"
15.02.01,15.02.01,"20,04"
14.02.01,14.02.01,"20,05"
13.02.01,13.02.01,"20,00"
12.02.01,12.02.01,"19,71"
09.02.01,09.02.01,"19,26"
08.02.01,08.02.01,"19,45"
07.02.01,07.02.01,"19,18"
06.02.01,06.02.01,"19,50"
05.02.01,05.02.01,"19,36"
02.02.01,02.02.01,"19,84"
01.02.01,01.02.01,"20,03"
31.01.01,31.01.01,"20,10"
30.01.01,30.01.01,"20,24"
29.01.01,29.01.01,"19,84"
26.01.01,26.01.01,"19,57"
25.01.01,25.01.01,"19,50"
24.01.01,24.01.01,"19,15"
23.01.01,23.01.01,"18,73"
22.01.01,22.01.01,"18,79"
19.01.01,19.01.01,"18,44"
18.01.01,18.01.01,"18,80"
17.01.01,17.01.01,"19,16"
16.01.01,16.01.01,"19,02"
15.01.01,15.01.01,"18,70"
12.01.01,12.01.01,"17,99"
11.01.01,11.01.01,"18,12"
10.01.01,10.01.01,"18,00"
09.01.01,09.01.01,"18,35"
08.01.01,08.01.01,"18,15"
05.01.01,05.01.01,"18,05"
04.01.01,04.01.01,"17,50"
03.01.01,03.01.01,"17,09"
02.01.01,02.01.01,"17,14"
01.01.01,01.01.01,"16,50"
29.12.00,29.12.00,"16,50"
28.12.00,28.12.00,"16,53"
27.12.00,27.12.00,"16,80"
26.12.00,26.12.00,"16,41"
25.12.00,25.12.00,"16,41"
22.12.00,22.12.00,"16,41"
21.12.00,21.12.00,"16,20"
20.12.00,20.12.00,"16,62"
19.12.00,19.12.00,"16,92"
18.12.00,18.12.00,"16,95"
15.12.00,15.12.00,"16,50"
14.12.00,14.12.00,"16,82"
13.12.00,13.12.00,"16,48"
12.12.00,12.12.00,"16,84"
11.12.00,11.12.00,"16,96"
08.12.00,08.12.00,"17,00"
07.12.00,07.12.00,"17,20"
06.12.00,06.12.00,"17,16"
05.12.00,05.12.00,"15,96"
04.12.00,04.12.00,"15,86"
01.12.00,01.12.00,"15,50"
30.11.00,30.11.00,"14,71"
29.11.00,29.11.00,"15,19"
28.11.00,28.11.00,"15,23"
27.11.00,27.11.00,"15,20"
24.11.00,24.11.00,"14,95"
23.11.00,23.11.00,"15,65"
22.11.00,22.11.00,"16,46"
21.11.00,21.11.00,"16,70"
20.11.00,20.11.00,"16,25"
17.11.00,17.11.00,"16,26"
16.11.00,16.11.00,"16,03"
15.11.00,15.11.00,"16,11"
14.11.00,14.11.00,"16,25"
13.11.00,13.11.00,"15,76"
10.11.00,10.11.00,"16,15"
09.11.00,09.11.00,"16,11"
08.11.00,08.11.00,"16,70"
07.11.00,07.11.00,"17,25"
06.11.00,06.11.00,"17,37"
03.11.00,03.11.00,"17,16"
02.11.00,02.11.00,"17,16"
01.11.00,01.11.00,"17,09"
31.10.00,31.10.00,"16,80"
30.10.00,30.10.00,"16,30"
27.10.00,27.10.00,"16,29"
26.10.00,26.10.00,"15,78"
25.10.00,25.10.00,"16,20"
24.10.00,24.10.00,"16,19"
23.10.00,23.10.00,"15,25"
20.10.00,20.10.00,"14,44"
19.10.00,19.10.00,"14,70"
18.10.00,18.10.00,"14,26"
17.10.00,17.10.00,"14,06"
16.10.00,16.10.00,"14,00"
13.10.00,13.10.00,"14,23"
12.10.00,12.10.00,"14,10"
11.10.00,11.10.00,"14,39"
10.10.00,10.10.00,"14,45"
09.10.00,09.10.00,"14,61"
06.10.00,06.10.00,"14,53"
05.10.00,05.10.00,"15,00"
04.10.00,04.10.00,"15,19"
02.10.00,02.10.00,"15,50"
29.09.00,29.09.00,"15,39"
28.09.00,28.09.00,"15,39"
27.09.00,27.09.00,"15,59"
26.09.00,26.09.00,"15,27"
25.09.00,25.09.00,"15,40"
22.09.00,22.09.00,"15,95"
21.09.00,21.09.00,"15,40"
20.09.00,20.09.00,"15,65"
19.09.00,19.09.00,"16,35"
18.09.00,18.09.00,"16,10"
15.09.00,15.09.00,"16,51"
14.09.00,14.09.00,"17,05"
13.09.00,13.09.00,"17,02"
12.09.00,12.09.00,"17,30"
11.09.00,11.09.00,"17,42"
08.09.00,08.09.00,"17,48"
07.09.00,07.09.00,"17,30"
06.09.00,06.09.00,"17,01"
05.09.00,05.09.00,"17,21"
04.09.00,04.09.00,"17,06"
01.09.00,01.09.00,"17,10"
31.08.00,31.08.00,"17,10"
30.08.00,30.08.00,"16,99"
29.08.00,29.08.00,"17,15"
28.08.00,28.08.00,"17,20"
25.08.00,25.08.00,"17,10"
24.08.00,24.08.00,"17,04"
23.08.00,23.08.00,"16,80"
22.08.00,22.08.00,"16,94"
21.08.00,21.08.00,"16,80"
18.08.00,18.08.00,"16,95"
17.08.00,17.08.00,"17,20"
16.08.00,16.08.00,"17,59"
15.08.00,15.08.00,"18,40"
14.08.00,14.08.00,"18,47"
11.08.00,11.08.00,"18,56"
10.08.00,10.08.00,"18,54"
09.08.00,09.08.00,"18,41"
08.08.00,08.08.00,"18,36"
07.08.00,07.08.00,"18,49"
04.08.00,04.08.00,"18,14"
03.08.00,03.08.00,"18,59"
02.08.00,02.08.00,"18,39"
01.08.00,01.08.00,"18,39"
31.07.00,31.07.00,"18,52"
28.07.00,28.07.00,"18,26"
27.07.00,27.07.00,"18,01"
26.07.00,26.07.00,"18,40"
25.07.00,25.07.00,"18,10"
24.07.00,24.07.00,"17,20"
21.07.00,21.07.00,"17,15"
20.07.00,20.07.00,"17,15"
19.07.00,19.07.00,"17,15"
18.07.00,18.07.00,"17,15"
17.07.00,17.07.00,"16,70"
14.07.00,14.07.00,"16,30"
13.07.00,13.07.00,"16,24"
12.07.00,12.07.00,"16,54"
11.07.00,11.07.00,"16,60"
10.07.00,10.07.00,"17,05"
07.07.00,07.07.00,"17,10"
06.07.00,06.07.00,"17,16"
05.07.00,05.07.00,"17,43"
04.07.00,04.07.00,"17,40"
03.07.00,03.07.00,"17,30"
30.06.00,30.06.00,"17,05"
29.06.00,29.06.00,"16,27"
28.06.00,28.06.00,"16,46"
27.06.00,27.06.00,"16,85"
26.06.00,26.06.00,"16,80"
23.06.00,23.06.00,"16,95"
22.06.00,22.06.00,"17,28"
21.06.00,21.06.00,"17,18"
20.06.00,20.06.00,"17,35"
19.06.00,19.06.00,"17,99"
16.06.00,16.06.00,"17,50"
15.06.00,15.06.00,"18,81"
14.06.00,14.06.00,"18,85"
13.06.00,13.06.00,"18,83"
12.06.00,12.06.00,"18,63"
09.06.00,09.06.00,"18,65"
08.06.00,08.06.00,"18,10"
07.06.00,07.06.00,"18,06"
06.06.00,06.06.00,"17,90"
05.06.00,05.06.00,"18,38"
02.06.00,02.06.00,"17,93"
01.06.00,01.06.00,"18,45"
31.05.00,31.05.00,"18,30"
30.05.00,30.05.00,"18,70"
29.05.00,29.05.00,"19,30"
26.05.00,26.05.00,"18,30"
25.05.00,25.05.00,"19,43"
24.05.00,24.05.00,"19,25"
23.05.00,23.05.00,"22,95"
22.05.00,22.05.00,"23,62"
19.05.00,19.05.00,"23,40"
18.05.00,18.05.00,"24,39"
17.05.00,17.05.00,"24,60"
16.05.00,16.05.00,"25,42"
15.05.00,15.05.00,"25,28"
12.05.00,12.05.00,"25,05"
11.05.00,11.05.00,"25,00"
10.05.00,10.05.00,"25,00"
09.05.00,09.05.00,"24,78"
08.05.00,08.05.00,"24,55"
05.05.00,05.05.00,"24,00"
04.05.00,04.05.00,"23,59"
03.05.00,03.05.00,"23,51"
02.05.00,02.05.00,"23,50"
01.05.00,01.05.00,"23,10"
28.04.00,28.04.00,"23,10"
27.04.00,27.04.00,"22,75"
26.04.00,26.04.00,"23,30"
25.04.00,25.04.00,"23,30"
24.04.00,24.04.00,"22,90"
21.04.00,21.04.00,"22,90"
20.04.00,20.04.00,"22,90"
19.04.00,19.04.00,"23,20"
18.04.00,18.04.00,"23,30"
17.04.00,17.04.00,"22,89"
14.04.00,14.04.00,"22,06"
13.04.00,13.04.00,"23,70"
12.04.00,12.04.00,"23,99"
11.04.00,11.04.00,"24,25"
10.04.00,10.04.00,"24,50"
07.04.00,07.04.00,"24,00"
06.04.00,06.04.00,"24,10"
05.04.00,05.04.00,"24,90"
04.04.00,04.04.00,"26,35"
03.04.00,03.04.00,"25,45"
31.03.00,31.03.00,"25,75"
30.03.00,30.03.00,"26,45"
29.03.00,29.03.00,"26,86"
28.03.00,28.03.00,"26,50"
27.03.00,27.03.00,"25,58"
24.03.00,24.03.00,"25,88"
23.03.00,23.03.00,"25,50"
22.03.00,22.03.00,"25,96"
21.03.00,21.03.00,"26,40"
20.03.00,20.03.00,"26,00"
17.03.00,17.03.00,"26,01"
16.03.00,16.03.00,"26,90"
15.03.00,15.03.00,"24,00"
14.03.00,14.03.00,"23,22"
13.03.00,13.03.00,"23,13"
10.03.00,10.03.00,"23,38"
09.03.00,09.03.00,"23,71"
08.03.00,08.03.00,"23,40"
07.03.00,07.03.00,"23,40"
06.03.00,06.03.00,"23,70"
03.03.00,03.03.00,"24,24"
02.03.00,02.03.00,"25,28"
01.03.00,01.03.00,"25,15"
29.02.00,29.02.00,"25,36"
28.02.00,28.02.00,"24,50"
25.02.00,25.02.00,"25,00"
24.02.00,24.02.00,"25,34"
23.02.00,23.02.00,"26,48"
22.02.00,22.02.00,"27,10"
21.02.00,21.02.00,"26,29"
18.02.00,18.02.00,"26,70"
17.02.00,17.02.00,"27,70"
16.02.00,16.02.00,"26,10"
15.02.00,15.02.00,"25,20"
14.02.00,14.02.00,"26,86"
11.02.00,11.02.00,"26,75"
10.02.00,10.02.00,"28,00"
09.02.00,09.02.00,"26,75"
08.02.00,08.02.00,"27,15"
07.02.00,07.02.00,"27,39"
04.02.00,04.02.00,"28,00"
03.02.00,03.02.00,"28,12"
02.02.00,02.02.00,"27,70"
01.02.00,01.02.00,"26,09"
31.01.00,31.01.00,"25,99"
28.01.00,28.01.00,"27,43"
27.01.00,27.01.00,"27,67"
26.01.00,26.01.00,"28,85"
25.01.00,25.01.00,"28,60"
24.01.00,24.01.00,"29,16"
21.01.00,21.01.00,"29,00"
20.01.00,20.01.00,"28,49"
19.01.00,19.01.00,"30,00"
18.01.00,18.01.00,"30,57"
17.01.00,17.01.00,"30,49"
14.01.00,14.01.00,"30,80"
13.01.00,13.01.00,"30,40"
12.01.00,12.01.00,"30,40"
11.01.00,11.01.00,"31,00"
10.01.00,10.01.00,"32,00"
07.01.00,07.01.00,"33,55"
06.01.00,06.01.00,"33,50"
05.01.00,05.01.00,"33,60"
04.01.00,04.01.00,"31,90"
03.01.00,03.01.00,"31,35"
31.12.99,31.12.99,"30,15"
30.12.99,30.12.99,"30,15"
29.12.99,29.12.99,"30,81"
28.12.99,28.12.99,"31,60"
27.12.99,27.12.99,"30,47"
24.12.99,24.12.99,"30,14"
23.12.99,23.12.99,"30,14"
22.12.99,22.12.99,"30,10"
21.12.99,21.12.99,"30,16"
20.12.99,20.12.99,"31,37"
17.12.99,17.12.99,"32,20"
16.12.99,16.12.99,"32,00"
15.12.99,15.12.99,"30,88"
14.12.99,14.12.99,"29,00"
13.12.99,13.12.99,"28,10"
10.12.99,10.12.99,"28,40"
09.12.99,09.12.99,"28,00"
08.12.99,08.12.99,"28,00"
07.12.99,07.12.99,"28,05"
06.12.99,06.12.99,"27,99"
03.12.99,03.12.99,"28,15"
02.12.99,02.12.99,"27,80"
01.12.99,01.12.99,"27,11"
30.11.99,30.11.99,"25,82"
29.11.99,29.11.99,"25,30"
26.11.99,26.11.99,"24,61"
25.11.99,25.11.99,"25,00"
24.11.99,24.11.99,"24,60"
23.11.99,23.11.99,"25,51"
22.11.99,22.11.99,"25,51"
19.11.99,19.11.99,"24,65"
18.11.99,18.11.99,"25,00"
17.11.99,17.11.99,"23,40"
16.11.99,16.11.99,"23,70"
15.11.99,15.11.99,"21,10"
12.11.99,12.11.99,"20,70"
11.11.99,11.11.99,"21,69"
10.11.99,10.11.99,"21,78"
09.11.99,09.11.99,"21,40"
08.11.99,08.11.99,"21,41"
05.11.99,05.11.99,"22,25"
04.11.99,04.11.99,"22,51"
03.11.99,03.11.99,"22,48"
02.11.99,02.11.99,"22,18"
01.11.99,01.11.99,"22,29"
29.10.99,29.10.99,"22,50"
28.10.99,28.10.99,"21,70"
27.10.99,27.10.99,"21,20"
26.10.99,26.10.99,"21,40"
25.10.99,25.10.99,"21,02"
22.10.99,22.10.99,"21,50"
21.10.99,21.10.99,"20,40"
20.10.99,20.10.99,"20,40"
19.10.99,19.10.99,"19,91"
18.10.99,18.10.99,"19,70"
15.10.99,15.10.99,"20,00"
14.10.99,14.10.99,"19,97"
13.10.99,13.10.99,"20,65"
12.10.99,12.10.99,"20,88"
11.10.99,11.10.99,"20,50"
08.10.99,08.10.99,"20,32"
07.10.99,07.10.99,"20,65"
06.10.99,06.10.99,"21,00"
05.10.99,05.10.99,"20,90"
04.10.99,04.10.99,"20,16"
01.10.99,01.10.99,"19,25"
30.09.99,30.09.99,"18,70"
29.09.99,29.09.99,"18,60"
28.09.99,28.09.99,"18,57"
27.09.99,27.09.99,"19,55"
24.09.99,24.09.99,"19,55"
23.09.99,23.09.99,"20,62"
22.09.99,22.09.99,"20,88"
21.09.99,21.09.99,"21,52"
20.09.99,20.09.99,"21,58"
17.09.99,17.09.99,"21,40"
16.09.99,16.09.99,"20,85"
15.09.99,15.09.99,"22,11"
14.09.99,14.09.99,"22,02"
13.09.99,13.09.99,"22,20"
10.09.99,10.09.99,"22,45"
09.09.99,09.09.99,"22,50"
08.09.99,08.09.99,"21,60"
07.09.99,07.09.99,"21,80"
06.09.99,06.09.99,"21,75"
03.09.99,03.09.99,"21,75"
02.09.99,02.09.99,"21,78"
01.09.99,01.09.99,"22,30"
31.08.99,31.08.99,"21,75"
30.08.99,30.08.99,"21,70"
27.08.99,27.08.99,"21,90"
26.08.99,26.08.99,"22,40"
25.08.99,25.08.99,"22,95"
24.08.99,24.08.99,"22,60"
23.08.99,23.08.99,"23,15"
20.08.99,20.08.99,"22,90"
19.08.99,19.08.99,"22,48"
18.08.99,18.08.99,"23,09"
17.08.99,17.08.99,"23,95"
16.08.99,16.08.99,"24,05"
13.08.99,13.08.99,"24,20"
12.08.99,12.08.99,"23,83"
11.08.99,11.08.99,"23,67"
10.08.99,10.08.99,"23,70"
09.08.99,09.08.99,"23,72"
06.08.99,06.08.99,"23,83"
05.08.99,05.08.99,"23,05"
04.08.99,04.08.99,"22,40"
03.08.99,03.08.99,"22,10"
02.08.99,02.08.99,"21,50"
30.07.99,30.07.99,"21,85"
29.07.99,29.07.99,"21,80"
28.07.99,28.07.99,"22,02"
27.07.99,27.07.99,"22,07"
26.07.99,26.07.99,"22,41"
23.07.99,23.07.99,"22,65"
22.07.99,22.07.99,"22,30"
21.07.99,21.07.99,"23,00"
20.07.99,20.07.99,"23,65"
19.07.99,19.07.99,"23,65"
16.07.99,16.07.99,"23,10"
15.07.99,15.07.99,"23,10"
14.07.99,14.07.99,"22,85"
13.07.99,13.07.99,"22,80"
12.07.99,12.07.99,"23,05"
09.07.99,09.07.99,"22,90"
08.07.99,08.07.99,"21,95"
07.07.99,07.07.99,"22,15"
06.07.99,06.07.99,"21,68"
05.07.99,05.07.99,"22,48"
02.07.99,02.07.99,"22,01"
01.07.99,01.07.99,"21,68"
30.06.99,30.06.99,"21,25"
29.06.99,29.06.99,"21,05"
28.06.99,28.06.99,"20,70"
25.06.99,25.06.99,"20,88"
24.06.99,24.06.99,"20,60"
23.06.99,23.06.99,"20,45"
22.06.99,22.06.99,"20,20"
21.06.99,21.06.99,"20,45"
18.06.99,18.06.99,"20,92"
17.06.99,17.06.99,"20,93"
16.06.99,16.06.99,"20,10"
15.06.99,15.06.99,"20,05"
14.06.99,14.06.99,"19,95"
11.06.99,11.06.99,"19,83"
10.06.99,10.06.99,"19,15"
09.06.99,09.06.99,"18,93"
08.06.99,08.06.99,"18,52"
07.06.99,07.06.99,"18,25"
04.06.99,04.06.99,"18,10"
03.06.99,03.06.99,"17,65"
02.06.99,02.06.99,"17,65"
01.06.99,01.06.99,"18,25"
31.05.99,31.05.99,"18,45"
28.05.99,28.05.99,"18,70"
27.05.99,27.05.99,"19,40"
26.05.99,26.05.99,"19,40"
25.05.99,25.05.99,"19,45"
24.05.99,24.05.99,"19,00"
21.05.99,21.05.99,"19,00"
20.05.99,20.05.99,"18,95"
19.05.99,19.05.99,"18,80"
18.05.99,18.05.99,"18,30"
17.05.99,17.05.99,"19,00"
14.05.99,14.05.99,"19,40"
13.05.99,13.05.99,"19,60"
12.05.99,12.05.99,"19,60"
11.05.99,11.05.99,"19,75"
10.05.99,10.05.99,"19,55"
07.05.99,07.05.99,"19,70"
06.05.99,06.05.99,"20,15"
05.05.99,05.05.99,"19,85"
04.05.99,04.05.99,"20,72"
03.05.99,03.05.99,"20,75"
30.04.99,30.04.99,"19,70"
29.04.99,29.04.99,"19,95"
28.04.99,28.04.99,"19,93"
27.04.99,27.04.99,"20,90"
26.04.99,26.04.99,"20,65"
23.04.99,23.04.99,"20,35"
22.04.99,22.04.99,"20,86"
21.04.99,21.04.99,"20,10"
20.04.99,20.04.99,"20,87"
19.04.99,19.04.99,"21,05"
16.04.99,16.04.99,"21,75"
15.04.99,15.04.99,"20,05"
14.04.99,14.04.99,"19,80"
13.04.99,13.04.99,"19,22"
12.04.99,12.04.99,"18,90"
09.04.99,09.04.99,"18,90"
08.04.99,08.04.99,"18,90"
07.04.99,07.04.99,"19,45"
06.04.99,06.04.99,"18,90"
05.04.99,05.04.99,"18,25"
02.04.99,02.04.99,"18,25"
01.04.99,01.04.99,"18,25"
31.03.99,31.03.99,"18,20"
30.03.99,30.03.99,"17,80"
29.03.99,29.03.99,"17,30"
26.03.99,26.03.99,"18,00"
25.03.99,25.03.99,"18,05"
24.03.99,24.03.99,"17,63"
23.03.99,23.03.99,"17,75"
22.03.99,22.03.99,"18,125"
19.03.99,19.03.99,"18,37"
18.03.99,18.03.99,"18,20"
17.03.99,17.03.99,"17,90"
16.03.99,16.03.99,"18,16"
15.03.99,15.03.99,"16,70"
12.03.99,12.03.99,"16,50"
11.03.99,11.03.99,"16,10"
10.03.99,10.03.99,"16,175"
09.03.99,09.03.99,"16,50"
08.03.99,08.03.99,"16,35"
05.03.99,05.03.99,"16,37"
04.03.99,04.03.99,"16,10"
03.03.99,03.03.99,"16,275"
02.03.99,02.03.99,"16,125"
01.03.99,01.03.99,"17,00"
26.02.99,26.02.99,"17,85"
25.02.99,25.02.99,"18,25"
24.02.99,24.02.99,"18,20"
23.02.99,23.02.99,"17,50"
22.02.99,22.02.99,"17,43"
19.02.99,19.02.99,"17,10"
18.02.99,18.02.99,"16,75"
17.02.99,17.02.99,"16,98"
16.02.99,16.02.99,"17,10"
15.02.99,15.02.99,"16,99"
12.02.99,12.02.99,"17,35"
11.02.99,11.02.99,"17,00"
10.02.99,10.02.99,"17,35"
09.02.99,09.02.99,"17,95"
08.02.99,08.02.99,"17,00"
05.02.99,05.02.99,"16,55"
04.02.99,04.02.99,"16,40"
03.02.99,03.02.99,"15,84"
02.02.99,02.02.99,"15,35"
01.02.99,01.02.99,"15,05"
29.01.99,29.01.99,"15,05"
28.01.99,28.01.99,"14,875"
27.01.99,27.01.99,"14,85"
26.01.99,26.01.99,"15,35"
25.01.99,25.01.99,"14,90"
22.01.99,22.01.99,"15,20"
21.01.99,21.01.99,"15,25"
20.01.99,20.01.99,"15,45"
19.01.99,19.01.99,"14,70"
18.01.99,18.01.99,"14,55"
15.01.99,15.01.99,"14,36"
14.01.99,14.01.99,"15,38"
13.01.99,13.01.99,"15,84"
12.01.99,12.01.99,"16,44"
11.01.99,11.01.99,"16,86"
08.01.99,08.01.99,"16,05"
07.01.99,07.01.99,"15,70"
06.01.99,06.01.99,"16,29"
05.01.99,05.01.99,"16,92"
04.01.99,04.01.99,"16,60"
01.01.99,01.01.99,"16,1057"
31.12.98,31.12.98,"16,1057"
30.12.98,30.12.98,"16,1057"
29.12.98,29.12.98,"15,7273"
28.12.98,28.12.98,"15,6302"
25.12.98,25.12.98,"15,0831"
24.12.98,24.12.98,"15,0831"
23.12.98,23.12.98,"15,0831"
22.12.98,22.12.98,"15,2365"
21.12.98,21.12.98,"14,9809"
18.12.98,18.12.98,"14,9757"
17.12.98,17.12.98,"14,5718"
16.12.98,16.12.98,"14,0861"
15.12.98,15.12.98,"13,8816"
14.12.98,14.12.98,"13,5748"
11.12.98,11.12.98,"14,035"
10.12.98,10.12.98,"14,3162"
09.12.98,09.12.98,"14,6229"
08.12.98,08.12.98,"15,1598"
07.12.98,07.12.98,"15,2621"
04.12.98,04.12.98,"14,9553"
03.12.98,03.12.98,"14,7763"
02.12.98,02.12.98,"15,3899"
01.12.98,01.12.98,"15,5433"
30.11.98,30.11.98,"16,029"
27.11.98,27.11.98,"15,3899"
26.11.98,26.11.98,"15,5944"
25.11.98,25.11.98,"15,6967"
24.11.98,24.11.98,"15,8756"
23.11.98,23.11.98,"15,4052"
20.11.98,20.11.98,"15,0064"
19.11.98,19.11.98,"14,8786"
18.11.98,18.11.98,"15,2774"
17.11.98,17.11.98,"15,2672"
16.11.98,16.11.98,"15,3618"
13.11.98,13.11.98,"14,9297"
12.11.98,12.11.98,"14,5718"
11.11.98,11.11.98,"15,124"
10.11.98,10.11.98,"15,0831"
09.11.98,09.11.98,"15,1087"
06.11.98,06.11.98,"15,3643"
05.11.98,05.11.98,"15,5177"
04.11.98,04.11.98,"15,6711"
03.11.98,03.11.98,"15,7734"
02.11.98,02.11.98,"15,9779"
30.10.98,30.10.98,"15,2365"
29.10.98,29.10.98,"15,032"
28.10.98,28.10.98,"15,0064"
27.10.98,27.10.98,"14,9553"
26.10.98,26.10.98,"14,7252"
23.10.98,23.10.98,"14,3673"
22.10.98,22.10.98,"14,3929"
21.10.98,21.10.98,"15,032"
20.10.98,20.10.98,"13,9838"
19.10.98,19.10.98,"14,3162"
16.10.98,16.10.98,"13,9838"
15.10.98,15.10.98,"14,3775"
14.10.98,14.10.98,"13,9071"
13.10.98,13.10.98,"13,6515"
12.10.98,12.10.98,"13,5492"
09.10.98,09.10.98,"12,8846"
08.10.98,08.10.98,"12,8437"
07.10.98,07.10.98,"13,8304"
06.10.98,06.10.98,"13,9838"
05.10.98,05.10.98,"13,8816"
02.10.98,02.10.98,"13,5492"
01.10.98,01.10.98,"14,0094"
30.09.98,30.09.98,"14,5514"
29.09.98,29.09.98,"15,2621"
28.09.98,28.09.98,"15,1854"
25.09.98,25.09.98,"15,2109"
24.09.98,24.09.98,"15,7989"
23.09.98,23.09.98,"15,7222"
22.09.98,22.09.98,"16,1057"
21.09.98,21.09.98,"16,0546"
18.09.98,18.09.98,"16,1568"
17.09.98,17.09.98,"16,3869"
16.09.98,16.09.98,"16,8726"
15.09.98,15.09.98,"16,8726"
14.09.98,14.09.98,"16,8471"
11.09.98,11.09.98,"16,9749"
10.09.98,10.09.98,"17,4351"
09.09.98,09.09.98,"18,4065"
08.09.98,08.09.98,"17,7163"
07.09.98,07.09.98,"17,5884"
04.09.98,04.09.98,"17,7418"
03.09.98,03.09.98,"17,614"
02.09.98,02.09.98,"17,8952"
01.09.98,01.09.98,"17,2305"
31.08.98,31.08.98,"17,4862"
28.08.98,28.08.98,"17,3839"
27.08.98,27.08.98,"18,2531"
26.08.98,26.08.98,"18,8155"
25.08.98,25.08.98,"19,0456"
24.08.98,24.08.98,"18,8667"
21.08.98,21.08.98,"18,9689"
20.08.98,20.08.98,"19,6847"
19.08.98,19.08.98,"19,7103"
18.08.98,18.08.98,"19,4802"
17.08.98,17.08.98,"18,79"
14.08.98,14.08.98,"19,1734"
13.08.98,13.08.98,"18,0486"
12.08.98,12.08.98,"18,8155"
11.08.98,11.08.98,"19,3013"
10.08.98,10.08.98,"20,2369"
07.08.98,07.08.98,"20,6562"
06.08.98,06.08.98,"20,8351"
05.08.98,05.08.98,"20,9118"
04.08.98,04.08.98,"21,4129"
03.08.98,03.08.98,"21,5254"
31.07.98,31.07.98,"22,2156"
30.07.98,30.07.98,"21,9804"
29.07.98,29.07.98,"21,7708"
28.07.98,28.07.98,"21,9242"
27.07.98,27.07.98,"22,0111"
24.07.98,24.07.98,"22,369"
23.07.98,23.07.98,"22,819"
22.07.98,22.07.98,"22,9826"
21.07.98,21.07.98,"23,5808"
20.07.98,20.07.98,"24,0614"
17.07.98,17.07.98,"24,3273"
16.07.98,16.07.98,"24,6698"
15.07.98,15.07.98,"24,6954"
14.07.98,14.07.98,"24,7363"
13.07.98,13.07.98,"24,6443"
10.07.98,10.07.98,"24,721"
09.07.98,09.07.98,"25,2067"
08.07.98,08.07.98,"24,9255"
07.07.98,07.07.98,"24,542"
06.07.98,06.07.98,"24,0921"
03.07.98,03.07.98,"24,2352"
02.07.98,02.07.98,"24,0563"
01.07.98,01.07.98,"23,6472"
30.06.98,30.06.98,"23,366"
29.06.98,29.06.98,"23,3916"
26.06.98,26.06.98,"22,8292"
25.06.98,25.06.98,"23,0081"
24.06.98,24.06.98,"22,957"
23.06.98,23.06.98,"22,957"
22.06.98,22.06.98,"22,8599"
19.06.98,19.06.98,"22,9621"
18.06.98,18.06.98,"23,0337"
17.06.98,17.06.98,"23,1257"
16.06.98,16.06.98,"22,8292"
15.06.98,15.06.98,"23,136"
12.06.98,12.06.98,"23,5706"
11.06.98,11.06.98,"23,7495"
10.06.98,10.06.98,"23,7495"
09.06.98,09.06.98,"23,8773"
08.06.98,08.06.98,"23,3047"
05.06.98,05.06.98,"23,2127"
04.06.98,04.06.98,"23,2791"
03.06.98,03.06.98,"23,4939"
02.06.98,02.06.98,"23,4683"
01.06.98,01.06.98,"23,6472"
29.05.98,29.05.98,"23,6472"
28.05.98,28.05.98,"23,5706"
27.05.98,27.05.98,"23,4683"
26.05.98,26.05.98,"24,0563"
25.05.98,25.05.98,"23,6626"
22.05.98,22.05.98,"23,3405"
21.05.98,21.05.98,"23,7802"
20.05.98,20.05.98,"23,7802"
19.05.98,19.05.98,"22,8547"
18.05.98,18.05.98,"22,0316"
15.05.98,15.05.98,"21,9804"
14.05.98,14.05.98,"21,9089"
13.05.98,13.05.98,"21,6379"
12.05.98,12.05.98,"21,7861"
11.05.98,11.05.98,"21,8066"
08.05.98,08.05.98,"21,5765"
07.05.98,07.05.98,"21,7299"
06.05.98,06.05.98,"21,3771"
05.05.98,05.05.98,"21,5765"
04.05.98,04.05.98,"21,7759"
01.05.98,01.05.98,"21,0141"
30.04.98,30.04.98,"21,0141"
29.04.98,29.04.98,"21,2212"
28.04.98,28.04.98,"21,3055"
27.04.98,27.04.98,"21,4487"
24.04.98,24.04.98,"21,3209"
23.04.98,23.04.98,"22,0622"
22.04.98,22.04.98,"22,4253"
21.04.98,21.04.98,"22,2821"
20.04.98,20.04.98,"22,2412"
17.04.98,17.04.98,"21,7913"
16.04.98,16.04.98,"21,8577"
15.04.98,15.04.98,"22,1901"
14.04.98,14.04.98,"22,2923"
13.04.98,13.04.98,"21,9344"
10.04.98,10.04.98,"21,9344"
09.04.98,09.04.98,"21,9344"
08.04.98,08.04.98,"21,9395"
07.04.98,07.04.98,"22,1134"
06.04.98,06.04.98,"22,4457"
03.04.98,03.04.98,"21,2288"
02.04.98,02.04.98,"21,0039"
01.04.98,01.04.98,"20,5028"
31.03.98,31.03.98,"20,4568"
30.03.98,30.03.98,"20,8249"
