Datum,/apple-aktie,/apple-aktie.1,/wirecard-aktie,/wirecard-aktie.1
14.11.2013,14.11.2013,55.9642,14.11.2013,28.45
13.11.2013,13.11.2013,55.2071,13.11.2013,27.84
12.11.2013,12.11.2013,55.5214,12.11.2013,27.89
11.11.2013,11.11.2013,54.9499,11.11.2013,28.075
08.11.2013,08.11.2013,55.6071,08.11.2013,27.705
07.11.2013,07.11.2013,55.3928,07.11.2013,27.67
06.11.2013,06.11.2013,54.9714,06.11.2013,27.4
05.11.2013,05.11.2013,55.6928,05.11.2013,27.025
04.11.2013,04.11.2013,55.2142,04.11.2013,27.0
01.11.2013,01.11.2013,55.1071,01.11.2013,26.84
31.10.2013,31.10.2013,55.1071,31.10.2013,26.855
30.10.2013,30.10.2013,54.4571,30.10.2013,26.72
29.10.2013,29.10.2013,54.8142,29.10.2013,26.805
28.10.2013,28.10.2013,54.7642,28.10.2013,26.76
25.10.2013,25.10.2013,54.8357,25.10.2013,26.86
24.10.2013,24.10.2013,54.7428,24.10.2013,26.85
23.10.2013,23.10.2013,54.2285,23.10.2013,26.82
22.10.2013,22.10.2013,53.5642,22.10.2013,26.89
21.10.2013,21.10.2013,54.4785,21.10.2013,27.0
18.10.2013,18.10.2013,53.0571,18.10.2013,26.91
17.10.2013,17.10.2013,52.6928,17.10.2013,26.35
16.10.2013,16.10.2013,53.0142,16.10.2013,26.43
15.10.2013,15.10.2013,53.1142,15.10.2013,26.09
14.10.2013,14.10.2013,51.9928,14.10.2013,25.61
11.10.2013,11.10.2013,51.3642,11.10.2013,25.52
10.10.2013,10.10.2013,51.8499,10.10.2013,25.48
09.10.2013,09.10.2013,50.6428,09.10.2013,25.23
08.10.2013,08.10.2013,50.7214,08.10.2013,25.62
07.10.2013,07.10.2013,51.6714,07.10.2013,25.52
04.10.2013,04.10.2013,50.4499,04.10.2013,25.6
03.10.2013,03.10.2013,50.8428,03.10.2013,25.59
02.10.2013,02.10.2013,51.5214,02.10.2013,25.6
01.10.2013,01.10.2013,51.2285,01.10.2013,25.365
30.09.2013,30.09.2013,50.5928,30.09.2013,25.285
27.09.2013,27.09.2013,50.9499,27.09.2013,25.28
26.09.2013,26.09.2013,51.3928,26.09.2013,24.75
25.09.2013,25.09.2013,50.9642,25.09.2013,24.9
24.09.2013,24.09.2013,51.9714,24.09.2013,24.9
23.09.2013,23.09.2013,51.4285,23.09.2013,25.05
20.09.2013,20.09.2013,50.2499,20.09.2013,24.79
19.09.2013,19.09.2013,49.9357,19.09.2013,24.8
18.09.2013,18.09.2013,49.5785,18.09.2013,24.8
17.09.2013,17.09.2013,49.0785,17.09.2013,24.505
16.09.2013,16.09.2013,48.7142,16.09.2013,24.57
13.09.2013,13.09.2013,50.3999,13.09.2013,24.705
12.09.2013,12.09.2013,50.6857,12.09.2013,24.675
11.09.2013,11.09.2013,50.0,11.09.2013,24.75
10.09.2013,10.09.2013,54.3428,10.09.2013,24.88
09.09.2013,09.09.2013,54.5714,09.09.2013,24.75
06.09.2013,06.09.2013,53.8857,06.09.2013,24.8
05.09.2013,05.09.2013,54.1999,05.09.2013,25.0
04.09.2013,04.09.2013,53.9857,04.09.2013,25.0
03.09.2013,03.09.2013,24.335,,
02.09.2013,02.09.2013,53.3714,02.09.2013,24.11
30.08.2013,30.08.2013,52.8999,30.08.2013,23.675
29.08.2013,29.08.2013,53.4928,29.08.2013,23.61
28.08.2013,28.08.2013,52.6142,28.08.2013,23.05
27.08.2013,27.08.2013,53.3428,27.08.2013,23.33
26.08.2013,26.08.2013,54.2714,26.08.2013,23.89
23.08.2013,23.08.2013,53.9714,23.08.2013,23.905
22.08.2013,22.08.2013,53.7285,22.08.2013,23.77
21.08.2013,21.08.2013,53.9928,21.08.2013,23.745
20.08.2013,20.08.2013,53.8285,20.08.2013,23.82
19.08.2013,19.08.2013,54.8999,19.08.2013,23.835
16.08.2013,16.08.2013,53.8142,16.08.2013,23.8
15.08.2013,15.08.2013,53.9714,15.08.2013,24.155
14.08.2013,14.08.2013,53.7357,14.08.2013,23.95
13.08.2013,13.08.2013,51.0142,13.08.2013,22.9
12.08.2013,12.08.2013,50.0142,12.08.2013,22.755
09.08.2013,09.08.2013,48.7285,09.08.2013,22.725
08.08.2013,08.08.2013,49.1428,08.08.2013,23.035
07.08.2013,07.08.2013,49.6642,07.08.2013,23.06
06.08.2013,06.08.2013,50.0785,06.08.2013,23.09
05.08.2013,05.08.2013,50.4214,05.08.2013,23.18
02.08.2013,02.08.2013,49.3428,02.08.2013,23.0
01.08.2013,01.08.2013,49.2642,01.08.2013,23.13
31.07.2013,31.07.2013,48.6642,31.07.2013,23.2
30.07.2013,30.07.2013,48.9927,30.07.2013,23.105
29.07.2013,29.07.2013,48.15,29.07.2013,21.82
26.07.2013,26.07.2013,47.3214,26.07.2013,21.74
25.07.2013,25.07.2013,47.1928,25.07.2013,21.765
24.07.2013,24.07.2013,47.9785,24.07.2013,21.925
23.07.2013,23.07.2013,45.8142,23.07.2013,21.495
22.07.2013,22.07.2013,46.2357,22.07.2013,21.585
19.07.2013,19.07.2013,46.4285,19.07.2013,21.81
18.07.2013,18.07.2013,47.2857,18.07.2013,22.13
17.07.2013,17.07.2013,46.9,17.07.2013,21.85
16.07.2013,16.07.2013,46.3357,16.07.2013,21.885
15.07.2013,15.07.2013,47.05,15.07.2013,22.11
12.07.2013,12.07.2013,46.5928,12.07.2013,22.23
11.07.2013,11.07.2013,46.6428,11.07.2013,22.19
10.07.2013,10.07.2013,46.9642,10.07.2013,21.925
09.07.2013,09.07.2013,46.5571,09.07.2013,21.96
08.07.2013,08.07.2013,45.9428,08.07.2013,21.77
05.07.2013,05.07.2013,46.4,05.07.2013,21.445
04.07.2013,04.07.2013,46.9285,04.07.2013,21.62
03.07.2013,03.07.2013,46.1142,03.07.2013,20.87
02.07.2013,02.07.2013,46.05,02.07.2013,20.96
01.07.2013,01.07.2013,44.7642,01.07.2013,21.025
28.06.2013,28.06.2013,43.15,28.06.2013,20.91
27.06.2013,27.06.2013,43.55,27.06.2013,21.19
26.06.2013,26.06.2013,43.8857,26.06.2013,20.85
25.06.2013,25.06.2013,43.8428,25.06.2013,20.1
24.06.2013,24.06.2013,43.4714,24.06.2013,19.81
21.06.2013,21.06.2013,44.5714,21.06.2013,20.235
20.06.2013,20.06.2013,45.6214,20.06.2013,20.76
19.06.2013,19.06.2013,45.5357,19.06.2013,21.35
18.06.2013,18.06.2013,46.2642,18.06.2013,21.4
17.06.2013,17.06.2013,46.5142,17.06.2013,21.215
14.06.2013,14.06.2013,46.1285,14.06.2013,21.27
13.06.2013,13.06.2013,46.3428,13.06.2013,21.235
12.06.2013,12.06.2013,46.7,12.06.2013,21.76
11.06.2013,11.06.2013,47.55,11.06.2013,21.79
10.06.2013,10.06.2013,48.2642,10.06.2013,22.055
07.06.2013,07.06.2013,47.3214,07.06.2013,21.83
06.06.2013,06.06.2013,47.5714,06.06.2013,21.82
05.06.2013,05.06.2013,48.6,05.06.2013,21.88
04.06.2013,04.06.2013,49.4642,04.06.2013,22.265
03.06.2013,03.06.2013,48.4571,03.06.2013,22.065
31.05.2013,31.05.2013,50.2857,31.05.2013,22.25
30.05.2013,30.05.2013,49.0,30.05.2013,22.25
29.05.2013,29.05.2013,48.9,29.05.2013,21.875
28.05.2013,28.05.2013,49.5285,28.05.2013,22.25
27.05.2013,27.05.2013,49.2214,27.05.2013,21.52
24.05.2013,24.05.2013,49.0642,24.05.2013,21.605
23.05.2013,23.05.2013,49.15,23.05.2013,21.675
22.05.2013,22.05.2013,49.3428,22.05.2013,22.05
21.05.2013,21.05.2013,48.5214,21.05.2013,21.93
20.05.2013,20.05.2013,49.2214,20.05.2013,21.96
17.05.2013,17.05.2013,48.1214,17.05.2013,22.25
16.05.2013,16.05.2013,48.2785,16.05.2013,21.69
15.05.2013,15.05.2013,48.1571,15.05.2013,21.32
14.05.2013,14.05.2013,49.8214,14.05.2013,21.225
13.05.2013,13.05.2013,49.9071,13.05.2013,20.96
10.05.2013,10.05.2013,49.8071,10.05.2013,20.905
09.05.2013,09.05.2013,50.1357,09.05.2013,20.7
08.05.2013,08.05.2013,50.2857,08.05.2013,20.675
07.05.2013,07.05.2013,50.0,07.05.2013,20.45
06.05.2013,06.05.2013,50.2071,06.05.2013,20.28
03.05.2013,03.05.2013,49.0285,03.05.2013,20.49
02.05.2013,02.05.2013,49.0285,02.05.2013,20.47
30.04.2013,30.04.2013,47.5785,30.04.2013,20.37
29.04.2013,29.04.2013,46.7071,29.04.2013,20.375
26.04.2013,26.04.2013,45.3142,26.04.2013,20.655
25.04.2013,25.04.2013,45.1071,25.04.2013,20.715
24.04.2013,24.04.2013,44.2428,24.04.2013,21.07
23.04.2013,23.04.2013,44.4714,23.04.2013,21.07
22.04.2013,22.04.2013,43.5642,22.04.2013,20.755
19.04.2013,19.04.2013,43.5,19.04.2013,21.0
18.04.2013,18.04.2013,43.1428,18.04.2013,20.605
17.04.2013,17.04.2013,44.5285,17.04.2013,20.16
16.04.2013,16.04.2013,46.0214,16.04.2013,19.59
15.04.2013,15.04.2013,46.3428,15.04.2013,20.0
12.04.2013,12.04.2013,46.9285,12.04.2013,20.44
11.04.2013,11.04.2013,47.6071,11.04.2013,20.61
10.04.2013,10.04.2013,47.3857,10.04.2013,20.3
09.04.2013,09.04.2013,46.15,09.04.2013,20.23
08.04.2013,08.04.2013,46.5857,08.04.2013,20.62
05.04.2013,05.04.2013,46.4785,05.04.2013,20.28
04.04.2013,04.04.2013,47.5214,04.04.2013,21.02
03.04.2013,03.04.2013,48.4642,03.04.2013,21.685
02.04.2013,02.04.2013,48.5142,02.04.2013,21.82
28.03.2013,28.03.2013,49.5214,28.03.2013,21.55
27.03.2013,27.03.2013,50.5285,27.03.2013,20.735
26.03.2013,26.03.2013,51.3785,26.03.2013,20.905
25.03.2013,25.03.2013,51.5428,25.03.2013,20.62
22.03.2013,22.03.2013,50.4999,22.03.2013,20.415
21.03.2013,21.03.2013,50.0142,21.03.2013,20.375
20.03.2013,20.03.2013,49.7785,20.03.2013,20.485
19.03.2013,19.03.2013,49.9428,19.03.2013,20.57
18.03.2013,18.03.2013,49.7,18.03.2013,20.915
15.03.2013,15.03.2013,48.4285,15.03.2013,20.495
14.03.2013,14.03.2013,47.5928,14.03.2013,20.41
13.03.2013,13.03.2013,47.6428,13.03.2013,20.405
12.03.2013,12.03.2013,47.3142,12.03.2013,20.295
11.03.2013,11.03.2013,46.9,11.03.2013,20.17
08.03.2013,08.03.2013,47.4785,08.03.2013,20.385
07.03.2013,07.03.2013,46.8428,07.03.2013,20.535
06.03.2013,06.03.2013,47.1428,06.03.2013,20.36
05.03.2013,05.03.2013,47.3214,05.03.2013,20.385
04.03.2013,04.03.2013,46.6785,04.03.2013,19.925
01.03.2013,01.03.2013,47.7571,01.03.2013,20.08
28.02.2013,28.02.2013,48.5928,28.02.2013,20.13
27.02.2013,27.02.2013,48.8714,27.02.2013,19.72
26.02.2013,26.02.2013,48.0,26.02.2013,19.73
25.02.2013,25.02.2013,48.7071,25.02.2013,19.985
22.02.2013,22.02.2013,48.6571,22.02.2013,19.365
21.02.2013,21.02.2013,48.1357,21.02.2013,18.925
20.02.2013,20.02.2013,48.2928,20.02.2013,19.265
19.02.2013,19.02.2013,48.5714,19.02.2013,19.265
18.02.2013,18.02.2013,49.45,18.02.2013,19.28
15.02.2013,15.02.2013,49.8285,15.02.2013,18.855
14.02.2013,14.02.2013,50.2571,14.02.2013,18.92
13.02.2013,13.02.2013,49.8857,13.02.2013,18.825
12.02.2013,12.02.2013,50.0357,12.02.2013,18.57
11.02.2013,11.02.2013,51.4999,11.02.2013,18.255
08.02.2013,08.02.2013,50.8357,08.02.2013,18.39
07.02.2013,07.02.2013,48.7142,07.02.2013,18.17
06.02.2013,06.02.2013,48.9285,06.02.2013,18.045
05.02.2013,05.02.2013,47.1928,05.02.2013,17.485
04.02.2013,04.02.2013,47.3357,04.02.2013,16.885
01.02.2013,01.02.2013,47.5142,01.02.2013,17.22
31.01.2013,31.01.2013,47.9071,31.01.2013,16.77
30.01.2013,30.01.2013,48.5357,30.01.2013,18.2
29.01.2013,29.01.2013,48.6142,29.01.2013,18.07
28.01.2013,28.01.2013,47.8714,28.01.2013,17.65
25.01.2013,25.01.2013,47.3642,25.01.2013,17.265
24.01.2013,24.01.2013,49.2,24.01.2013,17.35
23.01.2013,23.01.2013,54.7642,23.01.2013,17.69
22.01.2013,22.01.2013,53.5071,22.01.2013,17.26
21.01.2013,21.01.2013,54.0714,21.01.2013,18.04
18.01.2013,18.01.2013,53.5071,18.01.2013,17.965
17.01.2013,17.01.2013,53.9785,17.01.2013,17.85
16.01.2013,16.01.2013,53.9999,16.01.2013,17.81
15.01.2013,15.01.2013,52.1142,15.01.2013,17.875
14.01.2013,14.01.2013,53.9357,14.01.2013,18.4
11.01.2013,11.01.2013,55.7071,11.01.2013,18.53
10.01.2013,10.01.2013,56.0642,10.01.2013,18.48
09.01.2013,09.01.2013,57.2428,09.01.2013,18.76
08.01.2013,08.01.2013,57.2071,08.01.2013,18.435
07.01.2013,07.01.2013,57.5714,07.01.2013,18.665
04.01.2013,04.01.2013,57.7999,04.01.2013,18.705
03.01.2013,03.01.2013,59.7285,03.01.2013,18.845
02.01.2013,02.01.2013,59.1571,02.01.2013,18.72
28.12.2012,28.12.2012,55.2928,28.12.2012,18.6
27.12.2012,27.12.2012,55.0142,27.12.2012,18.51
21.12.2012,21.12.2012,56.0714,21.12.2012,18.285
20.12.2012,20.12.2012,56.3714,20.12.2012,18.39
19.12.2012,19.12.2012,57.4928,19.12.2012,18.445
18.12.2012,18.12.2012,56.6642,18.12.2012,18.35
17.12.2012,17.12.2012,55.0428,17.12.2012,18.22
14.12.2012,14.12.2012,55.4214,14.12.2012,18.46
13.12.2012,13.12.2012,58.2499,13.12.2012,18.46
12.12.2012,12.12.2012,59.1428,12.12.2012,18.81
11.12.2012,11.12.2012,60.2285,11.12.2012,19.02
10.12.2012,10.12.2012,59.2142,10.12.2012,19.0
07.12.2012,07.12.2012,59.4785,07.12.2012,19.145
06.12.2012,06.12.2012,60.3857,06.12.2012,19.085
05.12.2012,05.12.2012,60.5714,05.12.2012,18.88
04.12.2012,04.12.2012,62.8714,04.12.2012,18.8
03.12.2012,03.12.2012,64.3785,03.12.2012,18.835
30.11.2012,30.11.2012,64.1571,30.11.2012,18.89
29.11.2012,29.11.2012,64.9285,29.11.2012,18.85
28.11.2012,28.11.2012,63.8285,28.11.2012,18.86
27.11.2012,27.11.2012,64.5642,27.11.2012,19.055
26.11.2012,26.11.2012,63.8499,26.11.2012,18.8
23.11.2012,23.11.2012,62.6285,23.11.2012,18.605
22.11.2012,22.11.2012,62.6571,22.11.2012,18.5
21.11.2012,21.11.2012,62.4285,21.11.2012,18.455
20.11.2012,20.11.2012,62.7642,20.11.2012,18.6
19.11.2012,19.11.2012,61.7714,19.11.2012,18.22
16.11.2012,16.11.2012,57.3357,16.11.2012,18.025
15.11.2012,15.11.2012,58.8571,15.11.2012,17.86
14.11.2012,14.11.2012,60.8857,14.11.2012,18.335
13.11.2012,13.11.2012,61.2428,13.11.2012,18.505
12.11.2012,12.11.2012,60.8857,12.11.2012,18.605
09.11.2012,09.11.2012,61.9928,09.11.2012,18.49
08.11.2012,08.11.2012,61.1142,08.11.2012,18.71
07.11.2012,07.11.2012,62.3928,07.11.2012,18.42
06.11.2012,06.11.2012,65.2071,06.11.2012,18.39
05.11.2012,05.11.2012,65.4285,05.11.2012,18.24
02.11.2012,02.11.2012,65.6142,02.11.2012,18.15
01.11.2012,01.11.2012,66.1214,01.11.2012,17.775
31.10.2012,31.10.2012,65.4428,31.10.2012,17.63
30.10.2012,30.10.2012,66.2142,30.10.2012,17.785
29.10.2012,29.10.2012,66.4285,29.10.2012,17.865
26.10.2012,26.10.2012,66.6142,26.10.2012,17.805
25.10.2012,25.10.2012,67.7571,25.10.2012,17.945
24.10.2012,24.10.2012,67.8714,24.10.2012,17.75
23.10.2012,23.10.2012,68.9428,23.10.2012,17.485
22.10.2012,22.10.2012,68.0356,22.10.2012,17.565
19.10.2012,19.10.2012,68.6071,19.10.2012,17.795
18.10.2012,18.10.2012,69.7142,18.10.2012,17.985
17.10.2012,17.10.2012,70.6214,17.10.2012,17.8
16.10.2012,16.10.2012,70.4785,16.10.2012,17.97
15.10.2012,15.10.2012,69.5142,15.10.2012,17.56
12.10.2012,12.10.2012,69.5714,12.10.2012,17.62
11.10.2012,11.10.2012,70.3071,11.10.2012,17.81
10.10.2012,10.10.2012,71.8071,10.10.2012,17.58
09.10.2012,09.10.2012,69.5856,09.10.2012,17.685
08.10.2012,08.10.2012,70.4428,08.10.2012,17.9
05.10.2012,05.10.2012,72.1856,05.10.2012,17.96
04.10.2012,04.10.2012,73.6285,04.10.2012,17.815
03.10.2012,03.10.2012,73.8571,03.10.2012,17.98
02.10.2012,02.10.2012,72.8785,02.10.2012,17.95
01.10.2012,01.10.2012,74.4856,01.10.2012,18.08
28.09.2012,28.09.2012,74.4785,28.09.2012,17.87
27.09.2012,27.09.2012,74.7642,27.09.2012,17.5
26.09.2012,26.09.2012,73.6928,26.09.2012,17.06
25.09.2012,25.09.2012,76.2642,25.09.2012,17.315
24.09.2012,24.09.2012,76.4999,24.09.2012,17.4
21.09.2012,21.09.2012,77.4999,21.09.2012,17.29
20.09.2012,20.09.2012,77.0071,20.09.2012,17.19
19.09.2012,19.09.2012,76.5999,19.09.2012,16.925
18.09.2012,18.09.2012,76.6071,18.09.2012,16.93
17.09.2012,17.09.2012,76.0714,17.09.2012,16.835
14.09.2012,14.09.2012,16.755,,
13.09.2012,13.09.2012,75.1428,13.09.2012,16.875
12.09.2012,12.09.2012,73.0071,12.09.2012,16.73
11.09.2012,11.09.2012,74.5571,11.09.2012,16.61
10.09.2012,10.09.2012,75.5714,10.09.2012,16.6
07.09.2012,07.09.2012,76.0285,07.09.2012,17.53
06.09.2012,06.09.2012,76.2142,06.09.2012,17.36
05.09.2012,05.09.2012,76.3499,05.09.2012,17.47
04.09.2012,04.09.2012,75.9214,04.09.2012,17.43
03.09.2012,03.09.2012,75.9356,03.09.2012,17.38
31.08.2012,31.08.2012,75.6071,31.08.2012,17.025
30.08.2012,30.08.2012,76.6285,30.08.2012,16.865
29.08.2012,29.08.2012,76.9214,29.08.2012,17.05
28.08.2012,28.08.2012,76.4999,28.08.2012,17.02
27.08.2012,27.08.2012,77.3856,27.08.2012,16.835
24.08.2012,24.08.2012,75.9285,24.08.2012,16.705
23.08.2012,23.08.2012,75.9571,23.08.2012,16.44
22.08.2012,22.08.2012,75.6214,22.08.2012,16.38
21.08.2012,21.08.2012,75.8928,21.08.2012,16.705
20.08.2012,20.08.2012,75.8642,20.08.2012,16.615
17.08.2012,17.08.2012,74.6499,17.08.2012,16.61
16.08.2012,16.08.2012,73.3499,16.08.2012,16.2
15.08.2012,15.08.2012,73.4285,15.08.2012,16.0
14.08.2012,14.08.2012,74.0285,14.08.2012,15.875
13.08.2012,13.08.2012,72.4999,13.08.2012,15.7
10.08.2012,10.08.2012,72.1071,10.08.2012,15.985
09.08.2012,09.08.2012,72.0999,09.08.2012,16.03
08.08.2012,08.08.2012,71.7999,08.08.2012,16.07
07.08.2012,07.08.2012,71.2856,07.08.2012,16.185
06.08.2012,06.08.2012,71.5142,06.08.2012,16.1
03.08.2012,03.08.2012,71.3285,03.08.2012,16.12
02.08.2012,02.08.2012,71.0356,02.08.2012,15.88
01.08.2012,01.08.2012,70.5214,01.08.2012,16.0
31.07.2012,31.07.2012,70.8428,31.07.2012,16.1
30.07.2012,30.07.2012,69.3785,30.07.2012,16.51
27.07.2012,27.07.2012,66.8928,27.07.2012,16.45
26.07.2012,26.07.2012,66.5999,26.07.2012,16.19
25.07.2012,25.07.2012,67.5214,25.07.2012,15.84
24.07.2012,24.07.2012,71.5356,24.07.2012,15.87
23.07.2012,23.07.2012,70.4999,23.07.2012,15.655
20.07.2012,20.07.2012,71.5285,20.07.2012,16.18
19.07.2012,19.07.2012,71.3142,19.07.2012,16.21
18.07.2012,18.07.2012,70.6714,18.07.2012,15.965
17.07.2012,17.07.2012,70.8856,17.07.2012,15.9
16.07.2012,16.07.2012,71.0785,16.07.2012,16.0
13.07.2012,13.07.2012,70.2785,13.07.2012,15.79
12.07.2012,12.07.2012,70.0428,12.07.2012,15.405
11.07.2012,11.07.2012,70.5571,11.07.2012,15.58
10.07.2012,10.07.2012,71.6785,10.07.2012,15.6
09.07.2012,09.07.2012,71.1285,09.07.2012,15.35
06.07.2012,06.07.2012,69.9999,06.07.2012,15.57
05.07.2012,05.07.2012,70.6285,05.07.2012,15.675
04.07.2012,04.07.2012,68.3142,04.07.2012,15.59
03.07.2012,03.07.2012,67.8571,03.07.2012,15.48
02.07.2012,02.07.2012,67.1999,02.07.2012,15.28
29.06.2012,29.06.2012,65.4285,29.06.2012,15.29
28.06.2012,28.06.2012,65.3571,28.06.2012,14.61
27.06.2012,27.06.2012,65.9571,27.06.2012,14.57
26.06.2012,26.06.2012,65.0285,26.06.2012,14.475
25.06.2012,25.06.2012,65.3499,25.06.2012,14.62
22.06.2012,22.06.2012,65.7999,22.06.2012,14.805
21.06.2012,21.06.2012,66.3928,21.06.2012,14.895
20.06.2012,20.06.2012,65.6785,20.06.2012,15.1
19.06.2012,19.06.2012,66.0856,19.06.2012,15.015
18.06.2012,18.06.2012,66.2785,18.06.2012,14.995
15.06.2012,15.06.2012,64.4999,15.06.2012,14.8
14.06.2012,14.06.2012,64.9999,14.06.2012,14.73
13.06.2012,13.06.2012,65.3285,13.06.2012,15.06
12.06.2012,12.06.2012,65.8642,12.06.2012,15.155
11.06.2012,11.06.2012,67.0714,11.06.2012,14.905
08.06.2012,08.06.2012,65.4428,08.06.2012,14.52
07.06.2012,07.06.2012,65.6285,07.06.2012,14.61
06.06.2012,06.06.2012,65.3928,06.06.2012,14.375
05.06.2012,05.06.2012,64.5714,05.06.2012,13.945
04.06.2012,04.06.2012,63.3428,04.06.2012,13.875
01.06.2012,01.06.2012,65.5642,01.06.2012,14.185
31.05.2012,31.05.2012,66.6571,31.05.2012,14.62
30.05.2012,30.05.2012,65.8642,30.05.2012,14.82
29.05.2012,29.05.2012,65.1071,29.05.2012,14.945
28.05.2012,28.05.2012,64.4214,28.05.2012,14.76
25.05.2012,25.05.2012,63.8999,25.05.2012,14.565
24.05.2012,24.05.2012,64.7999,24.05.2012,14.13
23.05.2012,23.05.2012,63.3571,23.05.2012,13.815
22.05.2012,22.05.2012,63.6642,22.05.2012,14.085
21.05.2012,21.05.2012,60.9999,21.05.2012,13.8
18.05.2012,18.05.2012,60.1642,18.05.2012,13.68
17.05.2012,17.05.2012,60.0999,17.05.2012,13.895
16.05.2012,16.05.2012,61.8499,16.05.2012,13.9
15.05.2012,15.05.2012,62.7499,15.05.2012,13.885
14.05.2012,14.05.2012,62.7428,14.05.2012,13.45
11.05.2012,11.05.2012,63.1571,11.05.2012,13.445
10.05.2012,10.05.2012,63.1785,10.05.2012,13.445
09.05.2012,09.05.2012,62.6857,09.05.2012,13.315
08.05.2012,08.05.2012,61.9928,08.05.2012,13.2
07.05.2012,07.05.2012,61.7142,07.05.2012,13.58
04.05.2012,04.05.2012,62.1142,04.05.2012,13.435
03.05.2012,03.05.2012,63.7214,03.05.2012,13.9
02.05.2012,02.05.2012,63.8499,02.05.2012,13.96
30.04.2012,30.04.2012,63.5285,30.04.2012,14.0
27.04.2012,27.04.2012,65.2785,27.04.2012,14.07
26.04.2012,26.04.2012,65.3928,26.04.2012,14.01
25.04.2012,25.04.2012,66.1428,25.04.2012,14.125
24.04.2012,24.04.2012,60.7999,24.04.2012,13.635
23.04.2012,23.04.2012,61.4499,23.04.2012,13.465
20.04.2012,20.04.2012,63.1071,20.04.2012,13.785
19.04.2012,19.04.2012,65.1785,19.04.2012,13.94
18.04.2012,18.04.2012,66.0071,18.04.2012,14.245
17.04.2012,17.04.2012,64.9642,17.04.2012,14.265
16.04.2012,16.04.2012,64.7856,16.04.2012,14.3
13.04.2012,13.04.2012,66.4071,13.04.2012,14.35
12.04.2012,12.04.2012,67.9428,12.04.2012,14.485
11.04.2012,11.04.2012,68.9356,11.04.2012,14.255
10.04.2012,10.04.2012,69.9999,10.04.2012,13.98
05.04.2012,05.04.2012,68.9928,05.04.2012,14.18
04.04.2012,04.04.2012,67.5856,04.04.2012,13.905
03.04.2012,03.04.2012,67.3428,03.04.2012,14.25
02.04.2012,02.04.2012,66.1428,02.04.2012,14.385
30.03.2012,30.03.2012,64.6285,30.03.2012,14.275
29.03.2012,29.03.2012,65.8142,29.03.2012,14.005
28.03.2012,28.03.2012,66.4999,28.03.2012,14.3
27.03.2012,27.03.2012,65.7928,27.03.2012,14.58
26.03.2012,26.03.2012,64.0999,26.03.2012,14.675
23.03.2012,23.03.2012,64.3214,23.03.2012,14.415
22.03.2012,22.03.2012,65.2785,22.03.2012,14.44
21.03.2012,21.03.2012,65.6999,21.03.2012,14.46
20.03.2012,20.03.2012,64.4999,20.03.2012,14.485
19.03.2012,19.03.2012,64.6642,19.03.2012,14.625
16.03.2012,16.03.2012,63.5999,16.03.2012,14.505
15.03.2012,15.03.2012,64.6142,15.03.2012,14.505
14.03.2012,14.03.2012,63.8857,14.03.2012,14.43
13.03.2012,13.03.2012,61.4214,13.03.2012,14.51
12.03.2012,12.03.2012,59.6857,12.03.2012,14.55
09.03.2012,09.03.2012,59.4714,09.03.2012,14.625
08.03.2012,08.03.2012,57.6928,08.03.2012,14.335
07.03.2012,07.03.2012,58.3285,07.03.2012,14.405
06.03.2012,06.03.2012,57.4214,06.03.2012,14.445
05.03.2012,05.03.2012,57.9999,05.03.2012,14.895
02.03.2012,02.03.2012,14.735,,
01.03.2012,01.03.2012,14.765,,
29.02.2012,29.02.2012,14.815,,
28.02.2012,28.02.2012,14.8,,
27.02.2012,27.02.2012,14.765,,
24.02.2012,24.02.2012,14.285,,
23.02.2012,23.02.2012,14.16,,
22.02.2012,22.02.2012,14.2,,
21.02.2012,21.02.2012,14.095,,
20.02.2012,20.02.2012,14.285,,
17.02.2012,17.02.2012,14.195,,
16.02.2012,16.02.2012,14.37,,
15.02.2012,15.02.2012,14.59,,
14.02.2012,14.02.2012,14.52,,
13.02.2012,13.02.2012,14.48,,
10.02.2012,10.02.2012,14.68,,
09.02.2012,09.02.2012,14.03,,
08.02.2012,08.02.2012,13.885,,
07.02.2012,07.02.2012,13.63,,
06.02.2012,06.02.2012,13.735,,
03.02.2012,03.02.2012,13.85,,
02.02.2012,02.02.2012,13.97,,
01.02.2012,01.02.2012,13.945,,
31.01.2012,31.01.2012,13.74,,
30.01.2012,30.01.2012,13.81,,
27.01.2012,27.01.2012,13.8,,
26.01.2012,26.01.2012,13.9,,
25.01.2012,25.01.2012,14.06,,
24.01.2012,24.01.2012,13.95,,
23.01.2012,23.01.2012,13.89,,
20.01.2012,20.01.2012,13.85,,
19.01.2012,19.01.2012,13.845,,
18.01.2012,18.01.2012,14.0,,
17.01.2012,17.01.2012,13.37,,
16.01.2012,16.01.2012,13.14,,
13.01.2012,13.01.2012,13.14,,
12.01.2012,12.01.2012,13.305,,
11.01.2012,11.01.2012,13.065,,
10.01.2012,10.01.2012,13.155,,
09.01.2012,09.01.2012,13.215,,
06.01.2012,06.01.2012,13.07,,
05.01.2012,05.01.2012,13.21,,
04.01.2012,04.01.2012,13.14,,
03.01.2012,03.01.2012,12.835,,
02.01.2012,02.01.2012,12.78,,
30.12.2011,30.12.2011,44.7357,30.12.2011,12.42
29.12.2011,29.12.2011,44.6571,29.12.2011,12.4
28.12.2011,28.12.2011,44.7428,28.12.2011,12.31
